uri	record-title	dates	deathdate	birthdate	first-names	surname	entity type
https://archives.cjh.org/agents/people/119738	Morgenstern, Soma, 1890-1976  Dates: Existence: 1890 - 1976	 1890-1976  Dates: Existence: 1890 - 1976	1976	 1890	 Soma	Morgenstern	person
https://archives.cjh.org/agents/corporate_entities/1822	Morgenthau Commission 						Organization
https://archives.cjh.org/agents/families/13689	Morgenthau  						family
https://archives.cjh.org/agents/people/116368	Morgenthau, Frieda 				 Frieda 	Morgenthau	person
https://archives.cjh.org/agents/people/119092	Morgenthau, Hans J. (Hans Joachim), 1904-1980  Dates: Existence: 1904 - 1980	 1904-1980  Dates: Existence: 1904 - 1980	1980	 1904	 Hans J. (Hans Joachim)	Morgenthau	person
https://archives.cjh.org/agents/people/119741	Morgenthau, Henry, 1856-1946  Dates: Existence: 1856 - 1946	 1856-1946  Dates: Existence: 1856 - 1946	1946	 1856	 Henry	Morgenthau	person
https://archives.cjh.org/agents/people/119742	Morgenthau, Henry, 1891-1967  Dates: Existence: 1891 - 1967	 1891-1967  Dates: Existence: 1891 - 1967	1967	 1891	 Henry	Morgenthau	person
https://archives.cjh.org/agents/people/116419	Morgenthau, Irma Thormann 				 Irma Thormann 	Morgenthau	person
https://archives.cjh.org/agents/people/116367	Morgenthau, Ludwig 				 Ludwig 	Morgenthau	person
https://archives.cjh.org/agents/people/116366	Morgenthau, Matthew 				 Matthew 	Morgenthau	person
https://archives.cjh.org/agents/corporate_entities/39872	Morgnshtern 						Organization
https://archives.cjh.org/agents/people/17486	Moritz, Albert, 1860-1941 	 1860-1941 	1941	 1860	 Albert	Moritz	person
https://archives.cjh.org/agents/people/117832	Moritz Casimir, Graf von Bentheim-Tecklenburg, II, 1735-1805 	 II		 II	 Graf von Bentheim-Tecklenburg	Moritz Casimir	person
https://archives.cjh.org/agents/corporate_entities/28920	Moritz Kaufmann'sche Familienstiftung 						Organization
https://archives.cjh.org/agents/people/74315	Morland, Rebecca 				 Rebecca 	Morland	person
https://archives.cjh.org/agents/people/17026	Morlarsky, Morris, 1885- 	 1885- 		 1885	 Morris	Morlarsky	person
https://archives.cjh.org/agents/families/12356	Morpurgo  						family
https://archives.cjh.org/agents/people/118915	Morris, Douglas G., 1954- 	 1954- 		 1954	 Douglas G.	Morris	person
https://archives.cjh.org/agents/people/2957	Morris, James 				 James 	Morris	person
https://archives.cjh.org/agents/people/114345	Morris, Madeleine 				 Madeleine 	Morris	person
https://archives.cjh.org/agents/people/117600	Morris, Max, 1859-1918 	 1859-1918 	1918	 1859	 Max	Morris	person
https://archives.cjh.org/agents/people/121611	Morris, Miriam Friedman 				 Miriam Friedman 	Morris	person
https://archives.cjh.org/agents/people/118916	Morris, Robert, 1734-1806 	 1734-1806 	1806	 1734	 Robert	Morris	person
https://archives.cjh.org/agents/people/118917	Morris, Robert, 1910-2005  Dates: Existence: 1910 - 2005	 1910-2005  Dates: Existence: 1910 - 2005	2005	 1910	 Robert	Morris	person
https://archives.cjh.org/agents/corporate_entities/258	Morris W. Haft & Bros 						Organization
https://archives.cjh.org/agents/people/73571	Morris, Willie 				 Willie 	Morris	person
https://archives.cjh.org/agents/people/123286	Morrison, Beryl 				 Beryl 	Morrison	person
https://archives.cjh.org/agents/people/37995	Morrison, Lewis 				 Lewis 	Morrison	person
https://archives.cjh.org/agents/people/121171	Morrison, Moritz, 1885-1917 	 1885-1917 	1917	 1885	 Moritz	Morrison	person
https://archives.cjh.org/agents/people/118585	Morse, Samuel Finley Breese, 1791-1872 	 1791-1872 	1872	 1791	 Samuel Finley Breese	Morse	person
https://archives.cjh.org/agents/people/120142	Morstadt, Emil Valentin, 1898-1987 	 1898-1987 	1987	 1898	 Emil Valentin	Morstadt	person
https://archives.cjh.org/agents/people/120141	Morstadt, Flora, 1895-1969 	 1895-1969 	1969	 1895	 Flora	Morstadt	person
https://archives.cjh.org/agents/people/119739	Mortara, Pio, 1851-1940  Dates: Existence: 1851 - 1940	 1851-1940  Dates: Existence: 1851 - 1940	1940	 1851	 Pio	Mortara	person
https://archives.cjh.org/agents/people/116369	Mory, Marta 				 Marta 	Mory	person
https://archives.cjh.org/agents/people/116370	Mory, Rita 				 Rita 	Mory	person
https://archives.cjh.org/agents/people/69074	Mosbacher, Emil, 1886-1973 	 1886-1973 	1973	 1886	 Emil	Mosbacher	person
https://archives.cjh.org/agents/families/13690	Mosbacher  						family
https://archives.cjh.org/agents/people/69076	Mosbacher, Rose, 1899-1997 	 1899-1997 	1997	 1899	 Rose	Mosbacher	person
https://archives.cjh.org/agents/people/69075	Mosbacher, Stephen Sigmund, 1923-1945 	 1923-1945 	1945	 1923	 Stephen Sigmund	Mosbacher	person
https://archives.cjh.org/agents/corporate_entities/15355	Mosean Fraternity 						Organization
https://archives.cjh.org/agents/people/122050	Moseley, Eva Steiner 				 Eva Steiner 	Moseley	person
https://archives.cjh.org/agents/people/124018	Moseley, George Van Horn, 1874-1960 	 1874-1960 	1960	 1874	 George Van Horn	Moseley	person
https://archives.cjh.org/agents/people/81809	Moser, Betty 				 Betty 	Moser	person
https://archives.cjh.org/agents/families/13691	Moser  						family
https://archives.cjh.org/agents/people/81810	Moser, Morris 				 Morris 	Moser	person
https://archives.cjh.org/agents/people/118004	Moser, Moses, 1796-1838 	 1796-1838 	1838	 1796	 Moses	Moser	person
https://archives.cjh.org/agents/people/7543	Moses, Abraham 				 Abraham 	Moses	person
https://archives.cjh.org/agents/people/90002	Moses, Blanch, 1895-1946 	 1895-1946 	1946	 1895	 Blanch	Moses	person
https://archives.cjh.org/agents/people/16846	Moses, David M., -1858 	 -1858 	1858	 	 David M.	Moses	person
https://archives.cjh.org/agents/people/18321	Moses, Deborah Cohen, 1776-1848 	 1776-1848 	1848	 1776	 Deborah Cohen	Moses	person
https://archives.cjh.org/agents/people/3000	Moses, E. A., 1815- 	 1815- 		 1815	 E. A.	Moses	person
https://archives.cjh.org/agents/people/74328	Moses, E.M. 				 E.M. 	Moses	person
https://archives.cjh.org/agents/families/13692	Moses  						family
https://archives.cjh.org/agents/corporate_entities/39245	Moses  Society 						Organization
https://archives.cjh.org/agents/people/120058	Moses, Franklin Israel, 1804-1877 	 1804-1877 	1877	 1804	 Franklin Israel	Moses	person
https://archives.cjh.org/agents/people/122450	Moses, Henry. 				 Henry. 	Moses	person
https://archives.cjh.org/agents/people/44522	Moses, Hilde 				 Hilde 	Moses	person
https://archives.cjh.org/agents/people/16445	Moses, Hyman fl. 1824-1874 				 Hyman fl. 1824-1874 	Moses	person
https://archives.cjh.org/agents/people/118006	Moses, Isaac, 1742-1818  Dates: Existence: 1742 - 1818	 1742-1818  Dates: Existence: 1742 - 1818	1818	 1742	 Isaac	Moses	person
https://archives.cjh.org/agents/people/89994	Moses, Isaac, 1807-1847 	 1807-1847 	1847	 1807	 Isaac	Moses	person
https://archives.cjh.org/agents/people/118007	Moses, Isaac, 1819-1889 	 1819-1889 	1889	 1819	 Isaac	Moses	person
https://archives.cjh.org/agents/people/116736	Moses, Israel 				 Israel 	Moses	person
https://archives.cjh.org/agents/people/118008	Moses, Israel, 1821-1870 	 1821-1870 	1870	 1821	 Israel	Moses	person
https://archives.cjh.org/agents/people/118009	Moses, Joshua, 1780-1837 	 1780-1837 	1837	 1780	 Joshua	Moses	person
https://archives.cjh.org/agents/people/74330	Moses, Levi Moses 				 Levi Moses 	Moses	person
https://archives.cjh.org/agents/people/16832	Moses, Levy I., 1808-1876 	 1808-1876 	1876	 1808	 Levy I.	Moses	person
https://archives.cjh.org/agents/people/118001	Moses, Lionel, 1825-1895 	 1825-1895 	1895	 1825	 Lionel	Moses	person
https://archives.cjh.org/agents/people/109317	Moses, Martin, 1877-1949 	 1877-1949 	1949	 1877	 Martin	Moses	person
https://archives.cjh.org/agents/people/117878	Moses, Moses Levy, 1773-1843 	 1773-1843 	1843	 1773	 Moses Levy	Moses	person
https://archives.cjh.org/agents/people/117176	Moses, Rachel Gratz, 1783-1823 	 1783-1823 	1823	 1783	 Rachel Gratz	Moses	person
https://archives.cjh.org/agents/people/118012	Moses, Raphael Jacob, 1812-1893  Dates: Existence: 1812 - 1893	 1812-1893  Dates: Existence: 1812 - 1893	1893	 1812	 Raphael Jacob	Moses	person
https://archives.cjh.org/agents/people/109318	Moses, Recha, 1892-1981 	 1892-1981 	1981	 1892	 Recha	Moses	person
https://archives.cjh.org/agents/people/118011	Moses, Robert, 1888-1981  Dates: Existence: 1888 - 1981	 1888-1981  Dates: Existence: 1888 - 1981	1981	 1888	 Robert	Moses	person
https://archives.cjh.org/agents/people/77768	Moses-Scheuer, Rosi, 1914-2000 	 1914-2000 	2000	 1914	 Rosi	Moses-Scheuer	person
https://archives.cjh.org/agents/people/118005	Moses, Siegfried, 1887- 	 1887- 		 1887	 Siegfried	Moses	person
https://archives.cjh.org/agents/people/89998	Moses, Simon Gratz, 1813-1897 	 1813-1897 	1897	 1813	 Simon Gratz	Moses	person
https://archives.cjh.org/agents/people/118010	Moses, Solomon, 1774-1857 	 1774-1857 	1857	 1774	 Solomon	Moses	person
https://archives.cjh.org/agents/people/7520	Moses, Solomon, 1783-1857 	 1783-1857 	1857	 1783	 Solomon	Moses	person
https://archives.cjh.org/agents/people/122632	Moseson, Chaim E. 				 Chaim E. 	Moseson	person
https://archives.cjh.org/agents/families/7380	Mosevius  						family
https://archives.cjh.org/agents/corporate_entities/39654	Moshav Zechanim Relief (New York, N.Y.) 						Organization
https://archives.cjh.org/agents/people/121910	Mosheim, Elisabeth, 1907-1982 	 1907-1982 	1982	 1907	 Elisabeth	Mosheim	person
https://archives.cjh.org/agents/families/13882	Mosheim  						family
https://archives.cjh.org/agents/people/121911	Mosheim, Franz, 1895-1956 	 1895-1956 	1956	 1895	 Franz	Mosheim	person
https://archives.cjh.org/agents/people/121912	Mosheim, Moritz 				 Moritz 	Mosheim	person
https://archives.cjh.org/agents/people/121933	Mosheim, Vernon, 1928- 	 1928- 		 1928	 Vernon	Mosheim	person
https://archives.cjh.org/agents/people/119740	Moskowitz, Belle, 1877-1933  Dates: Existence: 1877 - 1933	 1877-1933  Dates: Existence: 1877 - 1933	1933	 1877	 Belle	Moskowitz	person
https://archives.cjh.org/agents/people/119989	Moskowitz, Henry  Dates: Existence: 1879 - 1936				 Henry  Dates: Existence: 1879 - 1936	Moskowitz	person
https://archives.cjh.org/agents/people/121172	Moskowitz, Maurice, 1871-1940 	 1871-1940 	1940	 1871	 Maurice	Moskowitz	person
https://archives.cjh.org/agents/people/119333	Mosler, Henry, 1841-1920 	 1841-1920 	1920	 1841	 Henry	Mosler	person
https://archives.cjh.org/agents/families/13693	Moss  						family
https://archives.cjh.org/agents/people/16897	Moss, Joseph Lyon, 1804-1874 	 1804-1874 	1874	 1804	 Joseph Lyon	Moss	person
https://archives.cjh.org/agents/people/85672	Moss, Lucien, 1831-1895 	 1831-1895 	1895	 1831	 Lucien	Moss	person
https://archives.cjh.org/agents/people/74333	Moss, Maria 				 Maria 	Moss	person
https://archives.cjh.org/agents/corporate_entities/37529	Moss Rehabilitation Hospital 						Organization
https://archives.cjh.org/agents/people/119400	Moss, Sanford A. (Sanford Alexander), 1872- 	 1872- 		 1872	 Sanford A. (Sanford Alexander)	Moss	person
https://archives.cjh.org/agents/people/118413	Mosse, Albert, 1846-1925 	 1846-1925 	1925	 1846	 Albert	Mosse	person
https://archives.cjh.org/agents/people/118665	Mosse, Eric Peter, 1891- 	 1891- 		 1891	 Eric Peter	Mosse	person
https://archives.cjh.org/agents/families/13411	Mosse  						family
https://archives.cjh.org/agents/people/118176	Mosse, George L. (George Lachmann), 1918-1999  Dates: Existence: 1918 - 1999	 1918-1999  Dates: Existence: 1918 - 1999	1999	 1918	 George L. (George Lachmann)	Mosse	person
https://archives.cjh.org/agents/people/120059	Mosse, Hilde L. 				 Hilde L. 	Mosse	person
https://archives.cjh.org/agents/people/19065	Mosse, Marcus, 1808-1865 	 1808-1865 	1865	 1808	 Marcus	Mosse	person
https://archives.cjh.org/agents/people/98205	Mosse, Marianne, 1910- 	 1910- 		 1910	 Marianne	Mosse	person
https://archives.cjh.org/agents/people/27087	Mosse, Martha, 1884-1977 	 1884-1977 	1977	 1884	 Martha	Mosse	person
https://archives.cjh.org/agents/people/119057	Mosse, Rudolf, 1843-1920  Dates: Existence: 1843 - 1920	 1843-1920  Dates: Existence: 1843 - 1920	1920	 1843	 Rudolf	Mosse	person
https://archives.cjh.org/agents/people/61728	Mosse, Ruth Marion, 1915- 	 1915- 		 1915	 Ruth Marion	Mosse	person
https://archives.cjh.org/agents/people/18767	Mosse, Ulrike, 1813-1888 	 1813-1888 	1888	 1813	 Ulrike	Mosse	person
https://archives.cjh.org/agents/families/314	Mosseler  						family
https://archives.cjh.org/agents/families/13318	Mossler  						family
https://archives.cjh.org/agents/families/13694	Mossner  						family
https://archives.cjh.org/agents/people/116106	Mostel, Zero, 1915-1977  Dates: Existence: 1915 - 1977	 1915-1977  Dates: Existence: 1915 - 1977	1977	 1915	 Zero	Mostel	person
https://archives.cjh.org/agents/people/118090	Moszkowski, Alexander, 1851-1934 	 1851-1934 	1934	 1851	 Alexander	Moszkowski	person
https://archives.cjh.org/agents/people/111025	Moszkowski, Henriette 				 Henriette 	Moszkowski	person
https://archives.cjh.org/agents/people/117922	Moszkowski, Moritz, 1854-1925  Dates: Existence: 1854 - 1925	 1854-1925  Dates: Existence: 1854 - 1925	1925	 1854	 Moritz	Moszkowski	person
https://archives.cjh.org/agents/people/120218	Motesiczky, Henriette von, 1881 or 1882-1978  Dates: Existence: 1881 - 1978	 1881 or 1882-1978  Dates: Existence: 1881 - 1978	1978	 1881 or 1882	 Henriette von	Motesiczky	person
https://archives.cjh.org/agents/people/122410	Motiuk, Kalman 				 Kalman 	Motiuk	person
https://archives.cjh.org/agents/people/66503	Mottek, Anna 				 Anna 	Mottek	person
https://archives.cjh.org/agents/people/66504	Mottek, Eugen 				 Eugen 	Mottek	person
https://archives.cjh.org/agents/people/79761	Motzet, Wilhelm 				 Wilhelm 	Motzet	person
https://archives.cjh.org/agents/corporate_entities/40133	Mount Carmel Cemetery (Glendale, New York, N.Y.) 						Organization
https://archives.cjh.org/agents/corporate_entities/40134	Mount Hebron Cemetery (Flushing, New York, N.Y.) 						Organization
https://archives.cjh.org/agents/corporate_entities/40135	Mount Lebanon Cemetery (Glendale, New York, N.Y.) 						Organization
https://archives.cjh.org/agents/corporate_entities/39412	Mount Sinai Hebrew Mutual Benefit Society 						Organization
https://archives.cjh.org/agents/corporate_entities/37530	Mount Sinai Hospital (New York, N.Y.) 						Organization
https://archives.cjh.org/agents/corporate_entities/37590	Mount Sinai Medical Center (New York, N.Y.) 						Organization
https://archives.cjh.org/agents/corporate_entities/40136	Mount Zion Cemetery (Maspeth, New York, N.Y.) 						Organization
https://archives.cjh.org/agents/people/118867	Mowshowitch, David, 1887-1957 	 1887-1957 	1957	 1887	 David	Mowshowitch	person
https://archives.cjh.org/agents/people/73572	Moyers, Bill D. 				 Bill D. 	Moyers	person
https://archives.cjh.org/agents/people/118461	Moynihan, Daniel P. (Daniel Patrick), 1927-2003  Dates: Existence: 1927 - 2003	 1927-2003  Dates: Existence: 1927 - 2003	2003	 1927	 Daniel P. (Daniel Patrick)	Moynihan	person
https://archives.cjh.org/agents/people/96838	Moyses, Nathan 				 Nathan 	Moyses	person
https://archives.cjh.org/agents/corporate_entities/38514	Mozyrer Aid Society 						Organization
https://archives.cjh.org/agents/people/122790	Mrachny, Mark, 1892-1975 	 1892-1975 	1975	 1892	 Mark	Mrachny	person
https://archives.cjh.org/agents/people/116737	Mrka, Josef 				 Josef 	Mrka	person
https://archives.cjh.org/agents/corporate_entities/15305	Mrs. Louis Down-Town Sabbath and Daily School (New York, N.Y.) 						Organization
https://archives.cjh.org/agents/corporate_entities/34931	M.S. Farrnbacher 						Organization
https://archives.cjh.org/agents/corporate_entities/15359	Mu Sigma 						Organization
https://archives.cjh.org/agents/families/5154	Muehler  						family
https://archives.cjh.org/agents/people/73369	Muehlstein, Caryl 				 Caryl 	Muehlstein	person
https://archives.cjh.org/agents/people/73370	Muehlstein, Herman, 1879-1962 	 1879-1962 	1962	 1879	 Herman	Muehlstein	person
https://archives.cjh.org/agents/families/13477	Muehsam  						family
https://archives.cjh.org/agents/people/57608	Muehsam, Siegfried, 1838-1915 	 1838-1915 	1915	 1838	 Siegfried	Muehsam	person
https://archives.cjh.org/agents/people/116740	Mueller, Ernst 				 Ernst 	Mueller	person
https://archives.cjh.org/agents/families/13479	Mueller  						family
https://archives.cjh.org/agents/people/100764	Mueller, Hermann von 				 Hermann von 	Mueller	person
https://archives.cjh.org/agents/people/116542	Mueller, Joseph 				 Joseph 	Mueller	person
https://archives.cjh.org/agents/people/107313	Mueller, Justin J. 				 Justin J. 	Mueller	person
https://archives.cjh.org/agents/people/93019	Mueller, Klara 				 Klara 	Mueller	person
https://archives.cjh.org/agents/people/107314	Mueller, Laura, 1899-1983 	 1899-1983 	1983	 1899	 Laura	Mueller	person
https://archives.cjh.org/agents/people/118741	Mueller, Otto, 1874-1930 	 1874-1930 	1930	 1874	 Otto	Mueller	person
https://archives.cjh.org/agents/people/24228	Mueller Rosenthal, Bertha 				 Bertha 	Mueller Rosenthal	person
https://archives.cjh.org/agents/families/5715	Muenz  						family
https://archives.cjh.org/agents/families/13319	Muenzer  						family
https://archives.cjh.org/agents/families/13814	Mühlfelder  						family
https://archives.cjh.org/agents/people/120208	Mühlfelder, Hedwig, 1898-1954 	 1898-1954 	1954	 1898	 Hedwig	Mühlfelder	person
https://archives.cjh.org/agents/people/120207	Mühlfelder, Simon, 1884-1965 	 1884-1965 	1965	 1884	 Simon	Mühlfelder	person
https://archives.cjh.org/agents/families/10401	Mühlhauser  						family
https://archives.cjh.org/agents/families/10569	Muhr  						family
https://archives.cjh.org/agents/people/47550	Mühsam, Alice, 1889-1968 	 1889-1968 	1968	 1889	 Alice	Mühsam	person
https://archives.cjh.org/agents/people/45077	Mühsam, Bertha, 1857-1939 	 1857-1939 	1939	 1857	 Bertha	Mühsam	person
https://archives.cjh.org/agents/people/41589	Mühsam-Edelheim, Margaret, 1891-1975 	 1891-1975 	1975	 1891	 Margaret	Mühsam-Edelheim	person
https://archives.cjh.org/agents/people/119210	Mühsam, Erich, 1878-1934 	 1878-1934 	1934	 1878	 Erich	Mühsam	person
https://archives.cjh.org/agents/families/13622	Mühsam  						family
https://archives.cjh.org/agents/people/92370	Mühsam, Hans, 1876-1957 	 1876-1957 	1957	 1876	 Hans	Mühsam	person
https://archives.cjh.org/agents/people/119716	Mühsam, Kreszentia, 1884-1962 	 1884-1962 	1962	 1884	 Kreszentia	Mühsam	person
https://archives.cjh.org/agents/people/58993	Mühsam, Marcus (Louis Marcus), 1844- 	 1844- 		 1844	 Marcus (Louis Marcus)	Mühsam	person
https://archives.cjh.org/agents/people/118934	Mühsam, Paul, 1876-1960 	 1876-1960 	1960	 1876	 Paul	Mühsam	person
https://archives.cjh.org/agents/people/124020	Mukdoni, A., 1877-1958 	 1877-1958 	1958	 1877	 A.	Mukdoni	person
https://archives.cjh.org/agents/people/116151	Müller, Alexander, 1895-1968 	 1895-1968 	1968	 1895	 Alexander	Müller	person
https://archives.cjh.org/agents/people/123183	Muller, Elizabeth 				 Elizabeth 	Muller	person
https://archives.cjh.org/agents/people/122997	Müller, Ernst 				 Ernst 	Müller	person
https://archives.cjh.org/agents/people/119528	Müller, Ernst, 1880-1954 	 1880-1954 	1954	 1880	 Ernst	Müller	person
https://archives.cjh.org/agents/people/44510	Müller, Ernst, 1893-1953 	 1893-1953 	1953	 1893	 Ernst	Müller	person
https://archives.cjh.org/agents/people/118491	Müller, F. Max (Friedrich Max), 1823-1900 	 1823-1900 	1900	 1823	 F. Max (Friedrich Max)	Müller	person
https://archives.cjh.org/agents/people/118603	Müller-Freienfels, Richard, 1882-1949 	 1882-1949 	1949	 1882	 Richard	Müller-Freienfels	person
https://archives.cjh.org/agents/people/119453	Müller, Hans, 1882-1950  Dates: Existence: 1882 - 1950	 1882-1950  Dates: Existence: 1882 - 1950	1950	 1882	 Hans	Müller	person
https://archives.cjh.org/agents/people/78076	Muller, Herman 				 Herman 	Muller	person
https://archives.cjh.org/agents/people/110556	Müller, Hermann, -1894 	 -1894 	1894	 	 Hermann	Müller	person
https://archives.cjh.org/agents/people/111029	Müller-Kaboth, Konrad, 1882- 	 1882- 		 1882	 Konrad	Müller-Kaboth	person
https://archives.cjh.org/agents/people/119734	Müllner, Laurenz, 1849-1911 	 1849-1911 	1911	 1849	 Laurenz	Müllner	person
https://archives.cjh.org/agents/people/117461	Mumm, Alfons, Freiherr von Schwarzenstein, 1859-1924 	 Freiherr von Schwarzenstein		 Freiherr von Schwarzenstein	 Alfons	Mumm	person
https://archives.cjh.org/agents/corporate_entities/37644	Munaẓẓamat al-Taḥrīr al-Filasṭīnīyah 						Organization
https://archives.cjh.org/agents/people/117462	Münchhausen, Börries, Freiherr von, 1874-1945 	 Freiherr von		 Freiherr von	 Börries	Münchhausen	person
https://archives.cjh.org/agents/corporate_entities/36435	Mundaneum 						Organization
https://archives.cjh.org/agents/people/121173	Muni, Paul, 1895-1967 	 1895-1967 	1967	 1895	 Paul	Muni	person
https://archives.cjh.org/agents/corporate_entities/32472	Munich Jewish community 						Organization
https://archives.cjh.org/agents/families/13404	Munk  						family
https://archives.cjh.org/agents/people/118781	Munk, Hermann, 1839-1912 	 1839-1912 	1912	 1839	 Hermann	Munk	person
https://archives.cjh.org/agents/people/118075	Munk, L. (Leo), 1851-1917 	 1851-1917 	1917	 1851	 L. (Leo)	Munk	person
https://archives.cjh.org/agents/people/118471	Munro, Thomas, 1897-1974  Dates: Existence: 1897 - 1974	 1897-1974  Dates: Existence: 1897 - 1974	1974	 1897	 Thomas	Munro	person
https://archives.cjh.org/agents/people/119287	Münsterberg, Hugo, 1863-1916 	 1863-1916 	1916	 1863	 Hugo	Münsterberg	person
https://archives.cjh.org/agents/people/118595	Münz, Bernhard, 1856-1919 	 1856-1919 	1919	 1856	 Bernhard	Münz	person
https://archives.cjh.org/agents/people/118805	Murer, Franz, 1912-1994  Dates: Existence: 1912 - 1994	 1912-1994  Dates: Existence: 1912 - 1994	1994	 1912	 Franz	Murer	person
https://archives.cjh.org/agents/people/116738	Murphy, Francis T. 				 Francis T. 	Murphy	person
https://archives.cjh.org/agents/people/7047	Murray, A. Harold 				 A. Harold 	Murray	person
https://archives.cjh.org/agents/people/111036	Muser, Oskar, 1850-1935 	 1850-1935 	1935	 1850	 Oskar	Muser	person
https://archives.cjh.org/agents/corporate_entities/37032	Museum Boijmans Van Beuningen (Rotterdam, Netherlands) 						Organization
https://archives.cjh.org/agents/corporate_entities/37034	Museum Jüdischer Altertümer in Frankfurt am Main 						Organization
https://archives.cjh.org/agents/corporate_entities/36949	Museum of Modern Art (New York, N.Y.) 						Organization
https://archives.cjh.org/agents/corporate_entities/38802	Museum of the Homes of the Past 						Organization
https://archives.cjh.org/agents/corporate_entities/36375	Museum zur Geschichte von Christen und Juden 						Organization
https://archives.cjh.org/agents/corporate_entities/37645	Museumsverein für das Fürstentum Lüneburg 						Organization
https://archives.cjh.org/agents/people/120239	Müssener, Helmut 				 Helmut 	Müssener	person
https://archives.cjh.org/agents/corporate_entities/39855	Mutual Benevolent Society of 1865 						Organization
https://archives.cjh.org/agents/people/13477	Myer, Henry D. 				 Henry D. 	Myer	person
https://archives.cjh.org/agents/people/16833	Myers, Abraham Charles, 1811-1889 	 1811-1889 	1889	 1811	 Abraham Charles	Myers	person
https://archives.cjh.org/agents/families/1592	Myers  						family
https://archives.cjh.org/agents/people/106019	Myers, Gustavus Adolphus, 1801-1869 	 1801-1869 	1869	 1801	 Gustavus Adolphus	Myers	person
https://archives.cjh.org/agents/people/9419	Myers, Manuel, 1727-1799 	 1727-1799 	1799	 1727	 Manuel	Myers	person
https://archives.cjh.org/agents/people/119142	Myers, Mordecai, 1776-1871 	 1776-1871 	1871	 1776	 Mordecai	Myers	person
https://archives.cjh.org/agents/people/34657	Myers, Moses, 1752-1835 	 1752-1835 	1835	 1752	 Moses	Myers	person
https://archives.cjh.org/agents/people/74334	Myers, Mrs. Jacob, 1787-1808 	 1787-1808 	1808	 1787	 Mrs. Jacob	Myers	person
https://archives.cjh.org/agents/people/119082	Myers, Myer, 1723-1795  Dates: Existence: 1723 - 1795	 1723-1795  Dates: Existence: 1723 - 1795	1795	 1723	 Myer	Myers	person
https://archives.cjh.org/agents/people/16578	Myers, Solomon 				 Solomon 	Myers	person
https://archives.cjh.org/agents/people/34296	Myers, Stanley 				 Stanley 	Myers	person
https://archives.cjh.org/agents/people/121174	Mysel, H., 1866-1935 	 1866-1935 	1935	 1866	 H.	Mysel	person
https://archives.cjh.org/agents/corporate_entities/37988	N. Israel (Firm) 						Organization
https://archives.cjh.org/agents/people/342	Naar, Benjamin 				 Benjamin 	Naar	person
https://archives.cjh.org/agents/people/119784	Naar, David, 1800-1880 	 1800-1880 	1880	 1800	 David	Naar	person
https://archives.cjh.org/agents/people/121263	Nachalnik, Urke  Dates: Existence: 1897 - 1939				 Urke  Dates: Existence: 1897 - 1939	Nachalnik	person
https://archives.cjh.org/agents/people/123679	Nachbar, Dolly, 1903-1959 	 1903-1959 	1959	 1903	 Dolly	Nachbar	person
https://archives.cjh.org/agents/people/120404	Nachbush, Noach  Dates: Existence: 1888 - 1970				 Noach  Dates: Existence: 1888 - 1970	Nachbush	person
https://archives.cjh.org/agents/people/123241	Nachimoff, Harry 				 Harry 	Nachimoff	person
https://archives.cjh.org/agents/people/92077	Nachlicht, Ursula, 1909-1999 	 1909-1999 	1999	 1909	 Ursula	Nachlicht	person
https://archives.cjh.org/agents/families/3829	Nachmann  						family
https://archives.cjh.org/agents/people/28871	Nachmann, Hugo Friedrich, 1889-1975 	 1889-1975 	1975	 1889	 Hugo Friedrich	Nachmann	person
https://archives.cjh.org/agents/people/28870	Nachmann, Lothar 				 Lothar 	Nachmann	person
https://archives.cjh.org/agents/people/40862	Nachmansohn, Edith, 1903- 	 1903- 		 1903	 Edith	Nachmansohn	person
https://archives.cjh.org/agents/people/111037	Nachod, Amelie 				 Amelie 	Nachod	person
https://archives.cjh.org/agents/people/92080	Nachtlicht, Anna, 1880- 	 1880- 		 1880	 Anna	Nachtlicht	person
https://archives.cjh.org/agents/families/9442	Nachtlicht  						family
https://archives.cjh.org/agents/people/92078	Nachtlicht, Ilse, 1912- 	 1912- 		 1912	 Ilse	Nachtlicht	person
https://archives.cjh.org/agents/people/92079	Nachtlicht, Leo, 1872-1942 	 1872-1942 	1942	 1872	 Leo	Nachtlicht	person
https://archives.cjh.org/agents/people/122007	Nadas, Bertalan 				 Bertalan 	Nadas	person
https://archives.cjh.org/agents/families/13891	Nadas  						family
https://archives.cjh.org/agents/people/122009	Nadas, Flora 				 Flora 	Nadas	person
https://archives.cjh.org/agents/people/122008	Nadas, Frigyas 				 Frigyas 	Nadas	person
https://archives.cjh.org/agents/people/119554	Nadel, Arno, 1878-1943  Dates: Existence: 1878 - 1943	 1878-1943  Dates: Existence: 1878 - 1943	1943	 1878	 Arno	Nadel	person
https://archives.cjh.org/agents/people/121746	Nadel, Benjmain 				 Benjmain 	Nadel	person
https://archives.cjh.org/agents/people/73371	Nadel, Jack 				 Jack 	Nadel	person
https://archives.cjh.org/agents/people/118436	Nadelman, Alfred H. (Alfred Hans), 1904-1973 	 1904-1973 	1973	 1904	 Alfred H. (Alfred Hans)	Nadelman	person
https://archives.cjh.org/agents/people/111515	Nadelman, Hilde 				 Hilde 	Nadelman	person
https://archives.cjh.org/agents/families/12486	Nadelmann  						family
