001,008,094,100,110,245,260,264,300,520,545,546,610,650,651,655,SHL,856
"CJH01000000000000000413229","120501nuuuuuuuuis\\\\\\\\\\\\\\\\\\und\d","\\$aLBIJER 561",,"2\$aLeo Baeck Institute (Jerusalem)","10$aReichskanzlei Collection :$bdismissed.",,,,"\\$aThe file was dismissed. The originals can be found in Bundesarchive R 43-I/2192 and R 43-I/2193.",,,,,,"\7$aManuscripts$2cjh","\\$aLBI Jerusalem Archives",
"CJH01000000000000000413230","120501b\\\\\\\\is\\\\\\\\\\\\\\\\\\|||\d","\\$aLBIJER 562",,"2\$aLeo Baeck Institute (Jerusalem)","10$aCentral Council for Refugees :$bdismissed.",,,,"\\$aSee: LBIJER 553-557.",,,,,,"\7$aArchival Collections","\\$aLBI Jerusalem Archives",
"CJH01000000000000000413231","120501b\\\\\\\\is\\\\\\\\\\\\\\\\\\|||\d","\\$aLBIJER 563",,"2\$aLeo Baeck Institute (Jerusalem)","10$aFlucht (jued.) und Emigration :$bdismissed.",,,,"\\$aSee LBIJER 553-558.",,,,,,"\7$aArchival Collections","\\$aLBI Jerusalem Archives",
"000413232","120501s1989\\\\is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 565","1\$aHoffmann, Ruth,$d1927-1990",,"10$aIm Zeugenstand. Sechs Erzaehlungen.","\\$aBariloche,$c1989.",,"\\$a1 folder :$btypescript (copied).","\\$aThe file contains seven texts by Ruth Hoffmann-Grünhut, which describe various aspects of her experience during the Nazi era. Hoffmann describes her childhood in Breslau, her relationships with non-Jewish employees and friends, the discrimination and violence following the Nazis' rise to power, and the her migration to Montevideo, Uruguay, in 1937. The file also contains a fictional story about a young girl prior to her emigration, which includes some autobiographical background.",,,"20$aHitler-Jugend.;20$aJüdischer Kulturbund.;20$aBund Deutscher Mädchen","\0$aJews$zPoland$zWrocław$xSocial conditions.;\0$aJews$xPersecutions$zGermany$y1933-1939.;\0$aJews$zGermany$xHistory$y1933-1945.;\0$aNational socialism$xChrisitians$xresponse.;\0$aWomen authors.","\0$aGermany$xEmigration and immigration$y1933-1945.;\0$aUruguay.;\0$aBreslau (Germany)","\7$aManuscripts$2cjh;\7$aAutobiographies$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10253955"
"000413233","120501b\\\\\\\\is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 566","1\$aAnonymous",,"10$a[Kfar Jehoschua].",,,"\\$a3 pages :$btypescript (photocopy).","\\$aThe file contains an autobiographical text, describing the life of a pioneering family in Kfar Yehoshua and other villages in Israel in the years 1927-1967.",,,,"\0$aMoshavim.","\0$aKefar Yehoshuʻa (Israel)","\7$aAutobiographies$2cjh;\7$aManuscripts$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10253040"
"000413234","120501b\\\\\\\\is\\\\\\\\\\\\\\\\\\|||\d","\\$aLBIJER 567","1\$aEvenari, Liselotte$d1913-2004",,"10$aLiselotte Evenari Collection.",,,"\\$a22 + 22 + 93 + 97 :$bprint.","2\$aTwo stories in German with English translations; illustrations by Limor Agam.",,"\\$aGerman and English",,"\0$aChildren$vFiction.",,"\7$aManuscripts$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10252076"
"000413235","120501i19341991is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 568","1\$aGeller, Avraam",,"10$aAbraham Heller Dissertation.",,,"\\$a1 folder :$btypescript (copy), print.","\\$aThe file contains various materials pertaining to Abraham Heller's dissertation. The dissertation is titled ""The Jews in Russia since the March Revolution 1917 until the Present Day"" (Die Juden in Russland seit der März-Revolution 1917 bis zur Gegenwart), and was submitted to the Friedrich Wilhelm University in 1934. The file contains various official documents connected to the dissertation's submission (1934-1961) and an essay by Ulrich Jahnke about the process of the approval of Heller's study (1991). The file also contains an accompanying letter by Heller (1991).",,,"20$aFriedrich-Wilhelms-Universität Berlin.","\0$aJewish historians$zGermany.;\0$aJewish students$zGermany$zBerlin.",,"\7$aManuscripts$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10252486"
"000413236","120501i18141951is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 569","1\$aFreund, Louis",,"10$aAbraham Joseph Freundt Collection.$f1814 - 1951",,,"\\$a1$ffolder :$btypescript.","2\$aThe file contains a family biography in two parts, describing the history of the Freund family: Abraham Joseph Freundt (?-1831), Naomi Stern (née Freund 1815-1842), Josephus (Josiphon, 1804-1882), Veronica (née Liberecht 1803-1867) and Abraham II (1844-?). The manuscript was written by Louis Freund, great-grandson of Abraham I. It describes the relationships and everyday life of the family in Sorau and Groß Strehlitz, Silesia, as well as the historical background, in particular the Napoleonic wars.",,,,"\0$aJewish families$zGermany$vBiography.;\0$aRabbis$zGermany.;\0$aJewish communities$zGermany$zSilesia;\0$aJews$zGermany$xHistory$y1800-1933$vSources.;\0$aJews$zGermany$xSocial life and customs.;\0$aNapoleonic Wars, 1800-1815$vPersonal narratives, German.","\0$aSilesia, Upper (Poland and Czech Republic);\7$aSorau (Germany)$2VIAF;\7$aStrzelce Opolskie (Poland)$2VIAF","\7$aArchival materials$2cjh;\7$aManuscripts$2cjh;\7$aBiographies$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10254170"
"000413237","120501i19321933is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 570","1\$aFreund, Else,$d1898-",,"10$aElse Freund Collection$f1932-1933",,,"\\$a20$fpages :$bcopies.","2\$aThe file contains correspondence and reviews pertaining to the Doctorate defense (Doktor-promotions) of Else Freund at Breslau University. The dissertation is titled Die Existenzphilosophie Franz Rosenzweigs; ein Beitrag zur Analyse seines Werkes ""Der Stern der Erloesung"".","\\$aElse Freund was born 1898 in Drengfurt, East Prussia.",,"20$aBreslau$xUniversitaet","\7$aWomen Academics$2LBI;\7$aJewish Academic$2LBI",,"\0$aCorrespondence$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10252809"
"000413238","120501s1911\\\\is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 571","1\$aPriebatsch, Auguste$d1838-",,"10$aAus den Memoiren von Auguste Priebatsch.",,,"\\$a10 + 2 pages :$btypescript.","\\$aThe file contains a memoir written by Auguste Priebatsch (née Mugdan) in 1911, which was edited and shortened by her granddaughter Anni Löwenstein. The manuscript describes the everyday life of Jews in Breslau in the 19th century and the changing character of the city, while focusing on the structure of the family. Among the family members mentioned in the memoir are the religious grandmother, Freide Traumann and the grandfather Awraham Kalischer, who was a merchant and Talmud teacher. The memoir also covers the participation of her family in the 1848 revolutionary uprising.",,,,"\0$aJewish communities$xBreslau.;\0$aJews$zGermany$xSocial life and customs.;\0$aJews$zGermany$xReligious life and customs.;\0$aJewish families.","\0$aGermany$xHistory$yRevolution, 1848-1849.;\0$aBreslau (Germany);\0$aKalisz (Poland);\0$aKępno (Poland);\0$aTykocin (Poland)","\7$aArchival materials$2cjh;\7$aAutobiographies$2cjh;\7$aManuscripts$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10254643"
"000413239","120501k18961903is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 572","1\$aAnonymous",,"10$aPagelsohn und Wolle Collection.$f1896 - 1903, undated",,,"\\$a1 folder :$bhandwritten and print.","\\$aThe file contains three poems to mark special events (Tafel-Lieder) at the Pagelsohn & Wolle firm (1896, 1903, undated) as well as an invitation to the wedding of Martha Salomon and Leo Pagelsohn (1902).",,,,"\0$aAnniversaries.;\0$aWeddings$vSongs and music.",,"\7$aArchival materials$2cjh;\7$aManuscripts$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10253455"
"000413240","120501i19052002is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 573","1\$aLevi-Mühsam, Else",,"10$aSilbergleit Family Collection$f1905-2002",,,"\\$a1 folder :$bcopies.","2\$aThe file contains various materials pertaining to Arthur Silbergleit: a copy of die Chronik der Familie Silbergleit, a family biography by Anna Auerbach (née Silbergleit) (1905); copies of Arthur Silbergleit's writings, mostly poems, and a list of his publications (1920-1934, undated); a copy of Silbergleit's portrait photo (undated); copies of various clippings and off-prints pertaining to Arthur Silbergleit (1918-1997); an essay by Else Levi-Mühsam about Silbergleit and Paul Mühsam (undated); copies of clippings pertaining to Levi-Mühsam's book about Silbergleit and Paul Mühsam (1993-1997); correspondence between Else Levi-Mühsam and the Duetsche Literaturarchiv Marbach and others regarding the Silbergleit archive (1993-1999); and correspondence between LBI Jerusalem and Judith Getz regarding Levi-Mühsam's archive (2002).",,,,"\0$aJewish poets$vBiography.;\0$aJewish authors$zGermany$vBiography.;\0$aJewish families$zGermany$vBiography.",,"\7$aManuscripts$2cjh;\7$aAutobiographies$2cjh;\7$aClippings$2cjh;\0$aPoetry$vCollections.","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10254731"
"000413241","120501b\\\\\\\\is\\\\\\\\\\\\\\\\\\heb\d","\\$aLBIJER 574","1\$aCohen, Gerson D.$q(Gerson David),$d1924-",,"10$a[Rabbi Nehemia Nobel: Personality and Philosophy] :$bהרב נחמיה נובל: אישיותו והגותו.",,,"\\$a25 pages :$btypescript and handwritten.","\\$aThe file contains an article by Gerson D. Cohen about Rabbi Nehemia Nobel, describing his life, education and activities as a rabbi, a Zionist and a community leader in Halberstadt, Berlin, Kӧnigsberg and Frankfurt. The article contains numerous hand-written notes and corrections, probably by the author.",,,,"\0$aOrthodox Judaism$zGermany.;\0$aRabbis$zGermany$vBiography.;\0$aZionists$zGermany.;\0$aJewish communities$zGermany.",,"\7$aManuscripts$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10254930"
"000413242","120501b\\\\\\\\is\\\\\\\\\\\\\\\\\\heb\d","\\$aLBIJER 575","1\$aMarcus, S.$q(Shlomo)",,"10$a[In 80th Birthday].",,,"\\$a15 pages :$btypescript.","\\$aThe file contains an essay by Shlomo Marcus (שלמה מרקוס), written for his children on his 80th birthday, in which he takes a philosophical look at his life experiences.",,,,"\0$aJewish philosophy.",,"\7$aManuscripts$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10253505"
"000413243","120501k18991914is\\\\\\\\\\\\\\\\\\|||\d","\\$aLBIJER 576","1\$aLevy, Israel,$d1840-1917.",,"10$aRabbi Israel Lewy Collection.$f1899-1914, undated",,,"\\$a1 folder.","\\$aThe file contains various materials pertaining to Israel Lewy's Talmudic research: parts II-VI of Lewy's interpretation of the Nesikin tractate of the Palestinian Talmud (Talmud Yerushalmi) (1899-1914); a notebook containing a lecture on the Passover Haggadah (das Ritual des Pesach-Abends), delivered at the Jewish Theological Seminar of Breslau (1904); a notebook containing the draft of a lecture on the development of the Jewish Houses of Learning (talmudischen Lehrhauses), delivered at the Jewish Theological Seminar of Breslau (1905); a notebook containing research on Mechilta of Rabi Shimon (binding missing, 1899?). The file also contains a copy of an encyclopedia entry on Lewy, including a photograph of him.",,"\\$aGerman and Hebrew.","20$aJüdisch-Theologisches Seminar (Breslau, Germany)","\0$aTalmud$xNezikin (Order)$vCommentaries.;\0$aPassover$xLiturgy$vTexts.;\0$aYeshivas.;\0$aTalmud Yerushalmi$xNezikin.;\0$aJewish scholars$zGermany$vBiography.",,"\7$aManuscripts$2cjh;\7$aArchival materials$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10253605"
"000413244","120501s1933\\\\is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 577","1\$aImmerwahr, W",,"10$aZur Geschichte der Juden in Oberschlesien.",,,"\\$a7 pages :$btypescript with hand notes.","\\$aThe file contains an essay about the history of the Jews in Upper Silesia since the 13th century, written by Walter[?] Immerwahr of Beuthen.",,,,"\0$aJews$zSilesia$xHistory.","\0$aSilesia, Upper (Poland and Czech Republic);\7$aRatibor (Germany)$2VIAF","\7$aManuscripts$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10252457"
"CJH01000000000000000413245","120501s1991\\\\is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 578",,,"14$aEin Weberlehrling macht Karriere. :$bBenedikt Elsas aus Aldingen (1816-1876).",,,"\\$a11 pages :$bprint (copy).","\\$aThe file contains an article about Benedikt Elsas and his weaving operations, including photographs.",,,"27$aElsas und Soehne$2LBI","\0$aIndustrialists$zGermany$vBiography.;\0$aWeavers$zGermany$vBiographies.;\0$aTextile industry.","\7$aAldingen$2VIAF","\0$aManuscripts","\\$aLBI Jerusalem Archives",
"000413246","120501s1986\\\\is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 579","1\$aScheftelowitz, Erwin Elchanan$d1911",,"14$aEin Geburtiger Berliner - Mittler Zwischen Israel und der BRD.","\\$aJerusalem,$c1986.",,"\\$a6 + 7 pages :$btypescript (copied).","\\$aThe file contains two copies of a short autobiography, describing Elchanan (Erwin) Scheftelowitz's life and career as a lawyer in Germany and in Israel, and includes a list of his publications.",,,,"\0$aJewish lawyers$zGermany$zBerlin.",,"\7$aManuscripts$2cjh;\7$aAutobiographies$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10252007"
"000413247","120501s1933\\\\is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 581","1\$aWegner, Armin T.,$d1886-1978.",,"10$aDie Warnung :$bSendschreiben an den deutschen Reichskanzler Adolf Hitler. Berlin, Ostermontag, den 11. April 1933.","\\$aBerlin,$c1933.",,"\\$a6 pages :$btypescript.","\\$aThe file contains a transcript of a letter sent by Armin T. Wegner to Adolf Hitler following the boycott of Jewish businesses, protesting the Nazis' persecution of the Jews in Germany. The letter is dated April 11, 1933 and includes a short preface.",,,,"\0$aBoycotts.;\0$aJews$zGermany$xPersecutions$xPublic opinion.;\0$aNational socialism$zGermany$xPublic opinion.",,"\7$aManuscripts$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10253132"
"000413248","120501b\\\\\\\\is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 582",,"2\$aSchule der juedischen Jugend, Berlin (1926-1933)","10$aSchule der Jüdischen Jugend. Arbeitsplan.",,,"\\$a1 page :$bprint.","\\$aTThe file contains a program of courses in Judaism, Hebrew, Yiddish, etc., offered by the School for Jewish Youth (Schule der Jüdischen Jugend), Berlin, January-March 1933.",,,,"\0$aJews$xEducation$zGermany$zBerlin.;\0$aJudaism$xStudy and teaching$zGermany$zBerlin.","\0$aBerlin (Germany)","\7$aArchival materials$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10253377"
"000413249","120501i18231832is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 583","1\$aHochstaedter, Bernhard",,"00$aBernhard Hochstaedter Collection$f1823-1832",,,"\\$a22 pages :$bhandwritten (copies).","2\$aThe file contains copies of letters and certificates sent by the Jewish teachers Bernhard Hochstaedter and Simon Kergentheimer[?], the school director H. Herman and [?] Thomasius to the King of Bavaria.",,,,"\0$aJewish teachers$zGermany.;\0$aJews$zGermany$zBavaria$xSocial conditions.;\0$aJews$zGermany$xHistory$y19th century.","\0$aLaupheim (Germany);\0$aBavaria$xPolitics and government","\7$aArchival materials$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10255077"
"000413250","120501i19561976is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 584","1\$aBall-Kaduri, Kurt Jakob,$d1891-1976.",,"10$aK. J. Ball-Kaduri Collection$f1956-1958, 1976",,,"\\$a9 + 5 pages :$btypescript.","2\$aSpeach on occasion of his 85th birthday, Jan. 18,1976",,,"20$aLeo Baeck Institute.;20$aYad ṿa-shem, rashut ha-zikaron la-Shoʼah ṿela-gevurah.$bArkhiyon ha-merkazi la-Shoʼah ṿela-gevurah","\0$aHolocaust, Jewish (1939-1945)$xResearch.",,"\7$aAutobiographies$2cjh;\7$aCorrespondence$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10253542"
"000413251","120501b\\\\\\\\gr\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 585","1\$aWiener, Georg",,"10$aOberschlesischer Synagogen-Gemeinde-Verband.",,,"\\$a33 + 1 pages :$btypescript.","2\$aThis file contains a faded text on cardboard and an article in German on the Oberschlesischer Synagogen-Gemeinde-Verband written by Georg Wiener, probably in 1939 or 1940. In his text Wiener surveys the founding of the Verband (foundation) and the period up until 1922. He proceeds to address specific aspects of the foundation and its ongoing activities. These include the administration of an orphanage in Rybnik and of a sanitarium for children. Wiener systematically notes precise dates and reports on exact sums of money.","\\$aThe foundation was established in 1888 with a view to connecting synagogues in eastern Prussia at the end of the nineteenth century. Up until the World War II the synagogues in southern and Upper Silesia worked in close collaboration, but from the outbreak of the war the foundation ceased to convene until 1922. From then on, given the new borders, the foundation was split into two. It was furthermore hit hard by Germany's rampant inflation. In the latter half of the 1920s the foundation began to recover.",,,"\0$aJews$zUpper Silesia.;\0$aSynagogues$zGermany.;\0$aSynagoges.","\0$aSilesia, Upper (Poland and Czech Republic)","\7$aArchival materials$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10253565"
"000413252","120501i19541989is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 586","1\$aAdler, Alexander$d1884-1958",,"10$aFamilienerinnerungen.",,,"\\$a46 +3 pages :$btypescript (photocopied).","\\$aThe file contains a family memoir by Alexander Adler, describing the history of the Joel-Adler family of Moisling-Lübeck. The author focuses on his father Ephraim Adler, who was among the founders of the Zionist religious organization Ha-Mizrahi. It addresses Adler's work as a physician, his religious beliefs, his Zionist activity and the dispute with his cousin Joseph Zwi Carlebach regarding Zionism.","\\$aAlexander Adler, Pysician, was born Lübeck 1884, immigrated to Palestine 1938 and lived in Kibbutz Yavne.",,"20$aMizrachi.","\0$aJewish families$zGermany$vBiography.;\0$aJewish physicians$zGermany$vBiography.;\0$aZionism$zGermany.;\0$aOrthodox Judaism$zGermany.","\0$aLübeck (Germany);\0$aMoisling (Lübeck, Germany)","\7$aAutobiographies$2cjh;\7$aBiographies$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10254062"
"000413253","120501b\\\\\\\\is\\\\\\\\\\\\\\\\\\heb\d","\\$aLBIJER 587","1\$aCahn, Naftali",,"10$aHerz Cahn Mainz.",,,"\\$a12 pages :$btypescript.","\\$aThe file contains a family biography describing the history of the Cahn family business ('Herz Cahn firma') in Mainz across three generations: Herz (?-1880), his son Julius (1852-1927), and their sons Hugo (perished in the Holocaust) and Jacob (migrated to Palestine in 1939). The firm was founded in 1869 to deal in wine trading. It later became a store that sold products related to the wine industry and subsequently moved into cardboard and packaging products. It was successful until World War I and the inflation, when it began to lose money. Following the restrictions imposed by the Nazis the business was forced to close in 1935.",,,,"\0$aJewish families$zGermany$vBiography.;\0$aJewish business enterprises$zGermany.;\0$aJewish businesspeople$zGermany$vBiography.;\0$aWineries;\0$aJews$zGermany$zMainz$vBiography.;\0$aJews$zGermany$xEconomic conditions.","\0$aMainz (Germany);\7$aRüdesheim (Hesse, Germany)$2VIAF","\7$aManuscripts$2cjh;\7$aAutobiographies$2cjh;\7$aBiographies$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10253434"
"000413254","120501b\\\\\\\\is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 589","1\$aBernstein, Margit Edith,",,"10$aLebenslauf.",,,"\\$a18 pages :$bprint (photocopied).","2\$aThe file contains a memoir by Margit Bernstein (née Oppenheimer), covering her experiences during the Nazi period. Bernstein describes her life as the daughter of a Jewish father and a Christian mother in Württemberg (Stuttgart, Gemminen, Esslingen, etc.) from 1935, and goes on to relate her experiences during the war. In 1941[?] she was deported to Theresienstadt, then on to Auschwitz-Birkenau, and then sent to undertake forced labor in the Sackisch camp. After her liberation in spring 1945 she searched for her remaining relatives in Germany and immigrated illegally to Palestine in 1946 and joined a kibbutz.",,,"20$aTheresienstadt (Concentration camp);20$aAuschwitz (Concentration camp);27$aKudowa-Sackisch (Concentration camp) ‎$2VIAF","\0$aHolocaust, Jewish (1939-1945)$zGermany$vPersonal narratives.;\0$aRacially mixed people$zGermany$y20th century.;\7$aAliyah Bet$2LBI","\0$aWürttemberg (Germany);\0$aStuttgart (Germany);\0$aEsslingen am Neckar (Germany);\0$aPalestine$xEmigration and immigration$y1945-","\0$aManuscripts$2cjh;\0$aAutobiographies$2cjh;\0$aBiographical sources$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10252781"
"CJH01000000000000000413255","120501i19521960is\\\\\\\\\\\\\\\\\\|||\d","\\$aLBIJER 592","1\$aGinsberg, Ephraim",,"10$f1952-1960$aEphraim Ginsberg Collection.",,,"\\$a2 folders :$btypescript, print.","2\$aThe file contains documents pertaining to the connection between the Hebrew Teachers Union, represented by Ephraim Ginsberg, and the German Teachers Union (Arbeitgemeinschaft Deutscher Lehrerverbände), and comprises two folders.",,"\\$aGerman and some Hebrew.","20$aHistadrut ha-morim be-Yiśraʼel.;27$aArbeitgemeinschaft Deutscher Lehrerverbände$2LBI","\0$aJewish teachers.;\0$aEducation$zIsrael.;\0$aEducation$zGermany.;\0$aHolocaust denial.;\0$aHolocaust, Jewish (1939-1945)$xStudy and teaching.","\0$aIsrael$xForeign relations$xGermany (West);\0$aDarmstadt (Germany);\0$aFrankfurt am Main (Germany);\0$aRamat-Gan (Israel)","\7$aArchival materials$2cjh;\7$aCorrespondence$2cjh;\7$aClippings$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://archives.cjh.org/repositories/5/resources/20067"
"000413256","120501k19121928is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 593",,"20$aBund Jüdischer Akademiker","10$aBund Jüdischer Akademiker Collection$f1912-1928",,,"\\$a1 folder :$bhand written, print.","\\$aThe file contains various materials pertaining to the Association of Jewish Academics (Bund Jüdischer Akademiker): newsletters (Nachrichten), including a list of the Association's members serving in the German armed forces and other relevant information, signed by W. Halberstadt (n. 2-9, September 1914 -January 1915); bulletins (BJA Korrespondenzblatt), including news of the association, pedagogic materials on Jewish topics, lists of members, etc. (n.12-16, 18, July 1924 - June 1927); a special edition of the bulletin (Fest-Zeitung) reporting from the Association's conference in Hamburg (December 1924); a letter from the Association's president Richard Schwarz concerning its policy on faith and religion (1928); four group photographs (1912, undated).","\\$aThe Bund Jüdischer Akademiker was an association of religious German-Jewish students, founded in 1906.",,,"\0$aJewish students$zGermany.;\0$aJewish students$xReligious life.;\0$aJewish students$vPeriodicals.;\0$aStudents' societies.;\0$aOrthodox Judaism$zGermany.;\0$aJews$zGermany$xSocieties$vPeriodicals.;\0$aWorld War, 1914-1918$xJews$zGermany.",,"\7$aManuscripts$2cjh;\7$aPeriodicals$2cjh;\7$aPhotographs.;\7$aArchival materials$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10252837"
"000413257","120501s1927\\\\is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 594","1\$aAnonymous",,"10$aV.J.A. Collection$f1927, undated",,,"\\$a19 pages :$btypescript, hand written.","2\$aThe file contains four humoristic bulletins of VJA (Verein Jüdischer Akademiker?), three of them written and illustrated by hand.",,,"27$aVerein Jüdischer Akademiker‏$2VIAF","\0$aJews$zGermany$vPeriodicals.;\0$aHumorous songs.;\0$aHumorous stories.","\0$aCologne (Germany)","\7$aArchival materials$2cjh;\7$aManuscripts$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10253226"
"000413258","120501s1971\\\\is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 595","1\$aMöller, Hedwig$d1896-",,"10$aHedwig Mӧller Memories.",,,"\\$a1 book + 7 pages :$btypescript.","\\$aThe file contains an autobiography by Hedwig Mӧller. The writer describes the history of the Mӧller and Mainz families, the Jewish communities of Frankfurt and Hamburg, as well as her recollections of anti-Semitism, Zionism and migration to Palestine. The file also contains undefined texts about experiences in Palestine.",,,"20$aWizo.;20$aJewish Agency for Israel.$bYouth Aliyah Department","\0$aMӧller family;\0$aMainz Family;\0$aJews$zGermany$zFrankfurt am Main.;\0$aJews$zGermany$zHamburg.;\0$aZionism$zGermany.","\0$aPalestine$xEmigration and immigration$y1929-1948.","\7$aManuscripts$2cjh;\7$aAutobiographies$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://digipres.cjh.org/delivery/DeliveryManagerServlet?dps_pid=IE10254983"
